,object_id,ra,decl,gal_l,gal_b,ddf,hostgal_specz,hostgal_photoz,hostgal_photoz_err,distmod,mwebv,target
758,124762,347.861847,-61.943836,321.519104,-51.424048,1,0.1442,2.8043,0.6276,46.8496,0.017,42
762,125426,349.429535,-62.508568,320.039643,-51.393745,1,1.1327,1.1093,0.0315,44.3789,0.02,88
765,125743,347.013428,-62.508568,321.472056,-50.73533,1,0.995,1.0046,0.0133,44.1126,0.018,42
769,126970,150.996094,2.985506,236.647967,43.28735,1,0.0,0.0,0.0,,0.02,16
770,127056,34.453125,-5.229529,169.987075,-59.956185,1,0.1629,0.1385,0.0373,39.0772,0.019,42
777,128488,150.46875,1.64151,237.714575,42.075234,1,0.1333,0.1194,0.0257,38.7277,0.017,42
784,129490,34.453125,-5.229529,169.987075,-59.956185,1,0.3803,0.4821,0.2384,42.1664,0.019,42
787,129648,348.529419,-61.75544,321.29398,-51.763351,1,0.3613,2.9518,0.4926,46.9838,0.016,62
789,130220,346.276581,-64.011238,320.448031,-49.344136,1,0.5002,0.4635,0.0365,42.0643,0.019,42
790,130404,150.820312,3.732834,235.666318,43.572109,1,0.2531,0.2629,0.0072,40.6262,0.016,42
792,130625,1.708861,-45.586655,325.688716,-69.520253,1,0.0,0.0,0.0,,0.011,16
794,131075,52.910156,-25.944481,220.36635,-54.301439,1,0.1709,0.1776,0.0174,39.6689,0.01,42
795,131181,34.101562,-5.829153,170.247753,-60.638325,1,0.0,0.0,0.0,,0.019,16
799,131492,150.820312,3.732834,235.666318,43.572109,1,0.0,0.0,0.0,,0.016,16
812,134824,351.73468,-62.884678,318.284128,-51.651217,1,0.1196,0.1143,0.0103,38.627,0.019,42
815,135097,151.171875,1.342993,238.60252,42.464379,1,0.2066,0.3032,0.0238,40.9819,0.026,42
817,135588,151.523438,3.134927,236.900695,43.80317,1,0.0,0.0,0.0,,0.019,16
822,136407,33.574219,-4.780192,168.064587,-60.175886,1,0.111,0.0954,0.01,38.207,0.019,42
823,136704,150.820312,3.732834,235.666318,43.572109,1,0.2725,1.2302,1.1813,44.6568,0.016,62
827,137645,51.855469,-26.276812,220.627031,-55.293792,1,0.159,0.1754,0.013,39.639,0.014,42
828,138010,52.207031,-28.630989,224.800211,-55.343637,1,0.2411,0.2709,0.0169,40.7009,0.009,42
829,138068,150.292969,2.686724,236.427488,42.541447,1,0.227,2.7496,0.8355,46.7979,0.016,42
831,138415,349.429535,-62.508568,320.039643,-51.393745,1,0.2761,0.25,0.0203,40.5026,0.02,42
833,138947,349.160583,-64.760857,318.219706,-49.458924,1,0.5965,0.5575,0.297,42.5456,0.02,42
834,139016,151.523438,3.134927,236.900695,43.80317,1,0.0,0.0,0.0,,0.019,16
841,140948,1.666667,-44.399834,327.51919,-70.529554,1,0.2048,0.1926,0.0117,39.8645,0.009,62
843,141302,150.292969,2.686724,236.427488,42.541447,1,0.4316,0.462,0.3119,42.056,0.016,42
850,142866,150.996094,2.388015,237.313912,42.939977,1,0.6327,0.6476,0.0215,42.9408,0.021,42
851,142867,349.966217,-62.696659,319.542989,-51.376556,1,0.1548,0.1591,0.0118,39.4056,0.021,42
853,143066,0.189873,-45.586655,328.254458,-68.969298,1,0.1937,0.527,0.124,42.3983,0.007,42
854,143275,2.07113,-45.191612,325.606223,-69.989264,1,0.1114,0.103,0.0117,38.383,0.011,42
856,143865,33.925781,-5.979157,170.179895,-60.866303,1,0.0,0.0,0.0,,0.022,16
859,145107,34.980469,-6.279288,172.180075,-60.389399,1,0.0,0.0,0.0,,0.023,16
864,145926,152.050781,3.284369,237.157374,44.318466,1,0.2061,0.2269,0.0092,40.264,0.019,42
868,146429,150.117188,2.238686,236.784618,42.139082,1,0.126,0.122,0.0168,38.7782,0.016,62
871,147642,52.910156,-26.276812,220.926149,-54.363918,1,0.2453,0.2263,0.009,40.2576,0.008,62
876,148535,34.277344,-5.67919,170.31493,-60.410322,1,0.1966,0.1835,0.0107,39.7482,0.02,42
882,149478,2.07113,-45.191612,325.606223,-69.989264,1,0.1744,0.5308,0.1019,42.4174,0.011,42
884,150266,349.615387,-63.636005,318.927246,-50.506542,1,0.0,0.0,0.0,,0.018,16
886,150561,53.261719,-27.615883,223.280041,-54.281374,1,0.2265,0.2307,0.0085,40.3046,0.006,42
889,150880,351.382965,-64.011238,317.574052,-50.604657,1,0.1168,0.0932,0.0179,38.1533,0.023,42
890,151356,51.679688,-27.447618,222.618229,-55.642263,1,0.0,0.0,0.0,,0.01,16
891,151427,0.574468,-45.98114,327.041068,-68.778764,1,0.037,0.0313,0.0117,35.6883,0.006,42
893,151462,33.574219,-4.780192,168.064587,-60.175886,1,0.2901,0.3886,0.4161,41.6102,0.019,42
900,152300,33.574219,-6.579593,170.455585,-61.548219,1,0.7306,0.6981,0.038,43.1398,0.021,42
903,152567,150.996094,4.181528,235.291975,43.970869,1,0.0,0.0,0.0,,0.015,16
904,152618,33.574219,-5.079716,168.448505,-60.407218,1,0.0,0.0,0.0,,0.016,16
906,152682,51.679688,-27.447618,222.618229,-55.642263,1,0.0,0.0,0.0,,0.01,16
907,152756,150.996094,4.181528,235.291975,43.970869,1,0.1326,0.1837,0.4894,39.7513,0.015,62
909,152812,32.695312,-4.929937,166.868469,-60.84123,1,2.2378,2.2813,0.0673,46.3061,0.018,88
910,153089,35.332031,-5.979157,172.286722,-59.931743,1,0.0,0.0,0.0,,0.022,16
911,153539,54.667969,-27.615883,223.610785,-53.05084,1,0.3371,0.3157,0.0155,41.0832,0.009,88
913,154053,34.101562,-5.829153,170.247753,-60.638325,1,0.1526,0.1479,0.0167,39.2327,0.019,42
916,154648,359.811707,-45.191612,329.485675,-69.150905,1,1.4174,1.4408,0.0548,45.0811,0.01,88
918,154986,150.996094,2.985506,236.647967,43.28735,1,0.0,0.0,0.0,,0.02,16
920,155380,150.996094,2.388015,237.313912,42.939977,1,0.2147,0.2288,0.0127,40.2844,0.021,88
924,155778,53.085938,-27.11186,222.384291,-54.355086,1,0.2234,0.5912,0.2372,42.6999,0.007,42
925,156386,151.523438,3.134927,236.900695,43.80317,1,1.4308,1.2425,0.1528,44.6834,0.019,88
926,156537,352.132874,-63.636005,317.424173,-51.095855,1,2.026,2.309,0.0769,46.338,0.021,88
928,157120,51.328125,-27.447618,222.535046,-55.950727,1,0.2126,0.2539,0.5364,40.5402,0.013,42
929,157299,34.453125,-5.229529,169.987075,-59.956185,1,0.5504,0.6351,0.0335,42.889,0.019,42
933,158241,347.013428,-62.508568,321.472056,-50.73533,1,0.0424,0.0344,0.0149,35.8982,0.018,62
935,158515,52.910156,-26.276812,220.926149,-54.363918,1,0.3265,0.3196,0.0097,41.1146,0.008,42
939,158813,150.820312,3.134927,236.341348,43.230123,1,0.1966,0.1962,0.0134,39.9093,0.016,62
940,158904,2.097458,-45.783966,324.73784,-69.478613,1,1.8591,1.6874,0.1207,45.5041,0.011,88
943,159491,151.171875,1.342993,238.60252,42.464379,1,0.0,0.0,0.0,,0.026,16
945,159925,150.820312,3.134927,236.341348,43.230123,1,1.6095,1.6763,0.0691,45.4866,0.016,88
949,160737,52.207031,-28.29155,224.208534,-55.300157,1,0.3593,0.5374,0.2042,42.4496,0.007,88
953,161432,149.414062,2.238686,236.239766,41.565558,1,0.0,0.0,0.0,,0.017,16
955,161591,150.996094,4.181528,235.291975,43.970869,1,0.0761,0.1416,0.0294,39.1295,0.015,62
958,162093,51.855469,-28.630989,224.73326,-55.649872,1,0.158,0.1822,0.0192,39.7311,0.009,62
959,162139,150.820312,3.134927,236.341348,43.230123,1,0.1036,0.0926,0.0114,38.1367,0.016,42
960,162152,348.529419,-61.75544,321.29398,-51.763351,1,0.0,0.0,0.0,,0.016,16
964,163208,33.398438,-4.331149,167.226341,-59.936551,1,0.1546,0.1227,0.0022,38.7928,0.018,42
966,163894,52.207031,-28.630989,224.800211,-55.343637,1,0.3027,0.3162,0.011,41.0874,0.009,88
972,165821,149.414062,2.238686,236.239766,41.565558,1,0.2458,1.0072,0.4491,44.1195,0.017,42
973,165985,51.679688,-27.447618,222.618229,-55.642263,1,0.4551,0.4933,0.2305,42.2259,0.01,88
975,166165,150.117188,2.836105,236.124718,42.483719,1,0.0,0.0,0.0,,0.016,16
976,166186,51.679688,-27.447618,222.618229,-55.642263,1,0.5156,0.5329,0.0107,42.4278,0.01,42
977,166195,149.238281,3.882372,234.283829,42.351155,1,0.0,0.0,0.0,,0.033,16
980,166727,34.453125,-5.229529,169.987075,-59.956185,1,0.2659,0.2946,0.022,40.9098,0.019,62
984,167260,2.07113,-45.191612,325.606223,-69.989264,1,0.3449,0.3554,0.0193,41.3826,0.011,62
985,167310,349.615387,-63.636005,318.927246,-50.506542,1,0.3079,0.3246,0.0181,41.1538,0.018,42
996,168989,151.171875,1.342993,238.60252,42.464379,1,0.0,0.0,0.0,,0.026,16
1004,169967,52.558594,-27.279613,222.538937,-54.845107,1,0.0,0.0,0.0,,0.008,16
1006,170135,151.699219,3.583322,236.533224,44.205648,1,0.6875,0.7181,0.0199,43.2147,0.016,42
1007,170667,34.277344,-5.079716,169.526841,-59.95664,1,0.1806,0.1977,0.0109,39.9287,0.019,42
1012,172164,0.574468,-45.98114,327.041068,-68.778764,1,0.4417,0.4427,0.0239,41.9455,0.006,42
1014,172461,0.949367,-45.586655,326.991548,-69.251686,1,0.0,0.0,0.0,,0.013,16
1016,172861,150.996094,4.181528,235.291975,43.970869,1,0.6568,0.6686,0.0345,43.0253,0.015,42
1018,173317,33.222656,-4.780192,167.515653,-60.396584,1,0.1632,2.6058,1.2349,46.6569,0.018,88
1019,173500,347.617462,-62.508568,321.121462,-50.904708,1,1.2995,1.0813,0.1509,44.3101,0.019,88
1024,174980,34.277344,-5.079716,169.526841,-59.95664,1,0.0,0.0,0.0,,0.019,16
1030,175907,149.589844,3.583322,234.885369,42.474696,1,1.2673,1.0906,0.1049,44.3332,0.024,88
1031,175935,352.711273,-63.823658,316.922299,-51.059403,1,0.3972,0.4181,0.0438,41.798,0.024,42
1039,176756,150.292969,2.686724,236.427488,42.541447,1,0.0,0.0,0.0,,0.016,16
1041,177149,53.085938,-28.122234,224.100909,-54.509752,1,0.3162,0.3103,0.0124,41.0402,0.007,88
1044,177297,352.398651,-62.696659,318.017427,-51.967966,1,0.2797,2.3777,1.2418,46.4155,0.02,42
1046,177557,52.207031,-26.610098,221.298836,-55.042928,1,1.8768,1.9115,0.1669,45.8368,0.014,88
1047,177627,358.648071,-46.37508,329.462659,-67.716008,1,0.3922,0.344,0.1009,41.3,0.009,62
1049,177808,150.117188,3.732834,235.120533,42.993809,1,0.1237,0.1682,0.0648,39.5395,0.02,42
1052,178529,1.694561,-45.191612,326.278557,-69.858253,1,0.2821,0.2624,0.0239,40.6219,0.011,42
1055,178764,347.861847,-61.943836,321.519104,-51.424048,1,0.127,0.2688,0.6249,40.6818,0.017,62
1057,179639,349.966217,-62.696659,319.542989,-51.376556,1,0.0,0.0,0.0,,0.021,16
1059,179813,53.085938,-27.11186,222.384291,-54.355086,1,0.2025,0.193,0.0133,39.8703,0.007,42
1062,180090,33.574219,-5.079716,168.448505,-60.407218,1,0.1397,0.1303,0.0185,38.9333,0.016,42
1064,180288,349.285706,-62.884678,319.786163,-51.046461,1,0.7731,0.6929,0.0556,43.12,0.018,42
1070,181598,149.414062,1.940072,236.565366,41.393323,1,0.0,0.0,0.0,,0.018,16
1072,181956,148.886719,2.686724,235.347248,41.389003,1,0.0891,0.6471,0.1559,42.9384,0.028,42
1084,183842,359.805206,-46.768478,327.135979,-67.829903,1,0.196,0.1821,0.0221,39.7301,0.011,42
1085,183932,150.996094,4.181528,235.291975,43.970869,1,0.1132,0.1289,0.0169,38.9073,0.015,62
1086,183985,149.414062,1.940072,236.565366,41.393323,1,0.0,0.0,0.0,,0.018,16
1088,184340,33.398438,-3.732834,166.49228,-59.466614,1,0.0,0.0,0.0,,0.022,16
1089,184530,347.013428,-62.508568,321.472056,-50.73533,1,0.1325,0.0924,0.022,38.133,0.018,42
1091,184736,149.414062,3.433834,234.919132,42.24555,1,0.3788,0.4404,0.3775,41.932,0.027,42
1094,185605,151.347656,4.181528,235.568369,44.259942,1,0.0,0.0,0.0,,0.016,16
1099,186060,351.382965,-64.011238,317.574052,-50.604657,1,0.6011,0.5886,0.0268,42.6883,0.023,88
1101,186159,347.013428,-62.508568,321.472056,-50.73533,1,0.4354,0.3534,0.0997,41.3686,0.018,42
1105,186462,149.589844,3.583322,234.885369,42.474696,1,0.2995,0.295,0.0421,40.9136,0.024,62
1111,187120,51.679688,-27.447618,222.618229,-55.642263,1,0.0,0.0,0.0,,0.01,16
1113,187216,350.230255,-61.943836,320.053946,-52.070537,1,0.2232,0.2344,0.0234,40.3434,0.017,62
1114,187511,52.558594,-27.279613,222.538937,-54.845107,1,0.0,0.0,0.0,,0.008,16
1115,187545,348.586945,-64.573555,318.693903,-49.477869,1,0.2397,0.2914,0.033,40.8827,0.018,42
1118,188157,150.292969,2.686724,236.427488,42.541447,1,0.0,0.0,0.0,,0.016,16
1124,188801,150.820312,3.732834,235.666318,43.572109,1,0.0,0.0,0.0,,0.016,16
1125,188831,349.615387,-63.636005,318.927246,-50.506542,1,0.0,0.0,0.0,,0.018,16
1129,190102,358.665253,-45.783966,330.353593,-68.203652,1,0.4029,0.418,0.0193,41.7973,0.009,88
1130,190161,33.75,-4.630479,168.146242,-59.949072,1,0.1904,0.1904,0.0131,39.8377,0.019,62
1132,190577,51.328125,-27.784405,223.130589,-55.999499,1,0.1015,0.094,0.669,38.1726,0.013,62
1133,190784,347.861847,-61.943836,321.519104,-51.424048,1,0.4401,0.4298,0.0659,41.8692,0.017,42
1134,190878,33.398438,-4.331149,167.226341,-59.936551,1,0.1587,0.147,0.0097,39.2175,0.018,62
1137,191334,351.299988,-62.3204,319.038597,-52.026867,1,0.7632,0.7703,0.0329,43.4017,0.018,88
1139,191667,351.382965,-64.011238,317.574052,-50.604657,1,0.1447,0.1576,0.0135,39.3837,0.023,42
1142,192492,149.414062,1.940072,236.565366,41.393323,1,0.5822,0.5661,0.0105,42.586,0.018,88
1144,193431,34.804688,-5.829153,171.307861,-60.174401,1,0.1128,0.0894,0.0162,38.0558,0.023,42
1145,193470,150.644531,3.583322,235.698235,43.342784,1,0.2844,0.284,0.0138,40.8184,0.018,62
1148,193712,149.238281,3.882372,234.283829,42.351155,1,0.3002,0.2582,0.0214,40.5821,0.033,88
1149,193961,34.980469,-6.279288,172.180075,-60.389399,1,0.0,0.0,0.0,,0.023,16
1153,194500,0.574468,-45.98114,327.041068,-68.778764,1,0.1871,0.2701,0.3449,40.694,0.006,42
1157,194786,51.328125,-27.784405,223.130589,-55.999499,1,1.0947,1.0887,0.1617,44.3284,0.013,88
1163,195555,359.814819,-44.399834,330.775011,-69.801007,1,0.1197,0.12,0.0076,38.7406,0.009,62
1170,197129,1.753247,-46.768478,324.030235,-68.498041,1,0.2988,0.2997,0.0144,40.9526,0.014,62
1172,197299,148.710938,2.836105,235.050801,41.328739,1,0.0,0.0,0.0,,0.031,16
1173,197475,351.953644,-62.132156,318.777388,-52.347124,1,0.9743,1.0936,0.2363,44.3405,0.019,88
1174,197559,151.699219,3.583322,236.533224,44.205648,1,0.1529,0.2716,0.9223,40.7077,0.016,62
1175,197585,149.589844,3.583322,234.885369,42.474696,1,0.0,0.0,0.0,,0.024,16
1177,197650,53.261719,-27.615883,223.280041,-54.281374,1,0.1203,0.1012,0.0186,38.3425,0.006,62
1179,197776,52.910156,-27.953188,223.774083,-54.639214,1,0.3027,0.3402,0.1935,41.2717,0.007,42
1185,198133,53.4375,-29.142223,225.90812,-54.336118,1,0.0,0.0,0.0,,0.008,16
1188,198434,1.708861,-45.586655,325.688716,-69.520253,1,0.6195,0.6423,0.0214,42.919,0.011,42
1193,198932,149.414062,1.940072,236.565366,41.393323,1,0.3491,0.3701,0.0405,41.4861,0.018,62
1197,199356,351.73468,-62.884678,318.284128,-51.651217,1,0.1033,0.0826,0.0184,37.8753,0.019,62
1201,199801,351.953644,-62.132156,318.777388,-52.347124,1,0.3882,0.4221,0.0366,41.8228,0.019,42
1203,200034,53.964844,-28.630989,225.14295,-53.813613,1,0.1714,0.1713,0.0253,39.5832,0.009,42
1204,200061,33.75,-4.630479,168.146242,-59.949072,1,0.2734,0.555,0.1334,42.5342,0.019,42
1206,200161,1.666667,-44.399834,327.51919,-70.529554,1,0.0,0.0,0.0,,0.009,16
1211,200949,347.84671,-64.760857,318.929827,-49.143596,1,0.0,0.0,0.0,,0.019,16
1215,201776,35.859375,-4.630479,171.270769,-58.580806,1,0.1205,0.1333,0.0181,38.9873,0.022,42
1218,201908,51.679688,-27.447618,222.618229,-55.642263,1,0.2895,0.2989,0.0082,40.9465,0.01,62
1226,202856,33.574219,-5.079716,168.448505,-60.407218,1,0.2331,2.4962,1.0447,46.5437,0.016,42
1229,203294,149.238281,3.882372,234.283829,42.351155,1,0.0764,0.0579,0.0156,37.0657,0.033,62
1230,203563,351.953644,-62.132156,318.777388,-52.347124,1,0.1696,1.2745,0.7673,44.7518,0.019,62
1232,203758,349.285706,-62.884678,319.786163,-51.046461,1,0.1407,2.6581,1.1435,46.7091,0.018,42
1233,203802,51.855469,-27.953188,223.543603,-55.56147,1,0.44,0.345,0.3873,41.3075,0.008,42
1243,204843,33.925781,-5.979157,170.179895,-60.866303,1,0.1336,2.4725,0.4947,46.5186,0.022,42
1246,205293,359.446716,-44.20153,331.730015,-69.805709,1,0.0,0.0,0.0,,0.01,16
1249,205459,149.589844,3.583322,234.885369,42.474696,1,0.0,0.0,0.0,,0.024,16
1251,205895,149.414062,2.238686,236.239766,41.565558,1,0.0,0.0,0.0,,0.017,16
1252,206141,352.711273,-63.823658,316.922299,-51.059403,1,0.5619,0.5554,0.0121,42.5359,0.024,88
1253,206162,351.259003,-64.386185,317.34486,-50.255113,1,0.4738,0.5026,0.0258,42.2749,0.02,42
1255,206766,152.050781,3.284369,237.157374,44.318466,1,0.0,0.0,0.0,,0.019,16
1257,207283,150.117188,2.836105,236.124718,42.483719,1,0.274,0.5079,0.1403,42.3021,0.016,42
1259,207496,35.683594,-5.379379,171.992947,-59.253501,1,0.2339,0.2544,0.1653,40.5451,0.02,42
1267,208610,53.964844,-28.630989,225.14295,-53.813613,1,0.1832,0.3193,0.5767,41.1117,0.009,42
1272,209630,32.695312,-4.929937,166.868469,-60.84123,1,1.1144,1.1085,0.0182,44.3768,0.018,88
1274,209911,358.648071,-46.37508,329.462659,-67.716008,1,1.2191,1.2122,0.0186,44.6172,0.009,88
1280,211092,151.171875,2.537361,237.288526,43.169764,1,0.2648,0.2667,0.019,40.6618,0.024,42
1283,211120,150.292969,2.686724,236.427488,42.541447,1,1.5706,1.454,0.0809,45.1056,0.016,88
1284,211202,348.595886,-63.07262,320.023289,-50.71306,1,0.4518,0.4706,0.5414,42.1035,0.021,42
1285,211290,351.321442,-64.198746,317.458993,-50.429931,1,0.9455,0.9636,0.1993,44.0008,0.023,88
1288,211382,349.046051,-61.943836,320.79653,-51.753706,1,0.1128,0.1019,0.0189,38.359,0.017,42
1292,212064,349.285706,-62.884678,319.786163,-51.046461,1,0.0943,0.1065,0.0169,38.4622,0.018,42
1298,213157,351.382965,-64.011238,317.574052,-50.604657,1,0.0656,0.171,0.8497,39.5792,0.023,42
1299,213161,150.820312,3.134927,236.341348,43.230123,1,0.1384,0.1935,0.1078,39.8759,0.016,42
1317,215351,2.457983,-45.389202,324.632685,-69.945696,1,0.4434,0.4169,0.011,41.7908,0.011,88
1318,215370,359.446716,-44.20153,331.730015,-69.805709,1,0.1932,0.1797,0.0166,39.6972,0.01,42
1320,215930,52.910156,-27.279613,222.625192,-54.536648,1,0.4446,0.3845,0.0203,41.5833,0.007,88
1325,216337,150.820312,3.732834,235.666318,43.572109,1,0.2115,0.2523,0.9578,40.5251,0.016,42
1327,216970,349.160583,-64.760857,318.219706,-49.458924,1,0.0,0.0,0.0,,0.02,16
1329,217593,349.429535,-62.508568,320.039643,-51.393745,1,0.1945,0.1813,0.0197,39.7195,0.02,42
1330,218368,33.222656,-4.780192,167.515653,-60.396584,1,0.0,0.0,0.0,,0.018,16
1331,218492,151.347656,3.583322,236.252362,43.918627,1,0.148,0.5113,0.4415,42.3192,0.015,62
1333,218714,149.589844,3.583322,234.885369,42.474696,1,0.1241,0.1168,1.008,38.6761,0.024,42
1336,219820,33.574219,-4.780192,168.064587,-60.175886,1,0.0711,0.1348,0.0434,39.0129,0.019,42
1342,220685,32.871094,-4.780192,166.959493,-60.615132,1,0.0,0.0,0.0,,0.017,16
1347,221663,1.694561,-45.191612,326.278557,-69.858253,1,0.1872,0.1468,0.1151,39.2145,0.011,42
1352,222108,34.980469,-6.279288,172.180075,-60.389399,1,0.1588,0.1437,0.0122,39.164,0.023,42
1360,223581,349.615387,-63.636005,318.927246,-50.506542,1,0.7342,0.7246,0.0402,43.2387,0.018,42
1364,223940,348.586945,-64.573555,318.693903,-49.477869,1,0.0,0.0,0.0,,0.018,16
1368,224100,2.457983,-45.389202,324.632685,-69.945696,1,0.1057,0.0921,0.0106,38.126,0.011,42
1374,225416,33.574219,-4.780192,168.064587,-60.175886,1,1.8832,1.386,0.2469,44.977,0.019,88
1378,225773,349.429535,-62.508568,320.039643,-51.393745,1,0.175,0.2067,0.2373,40.036,0.02,42
1379,225829,150.820312,1.64151,237.994507,42.358984,1,0.1178,0.1005,0.017,38.3271,0.02,42
1380,225919,0.965665,-46.37508,325.845907,-68.579427,1,1.1083,1.0803,0.0467,44.3076,0.007,42
1384,226704,150.46875,1.64151,237.714575,42.075234,1,0.3002,0.3523,0.2911,41.3609,0.017,62
1391,227068,52.207031,-28.29155,224.208534,-55.300157,1,0.1071,0.101,0.621,38.339,0.007,62
1395,228629,358.636353,-46.768478,328.890146,-67.388837,1,0.1162,0.1242,0.0056,38.8207,0.008,42
1397,229471,348.595886,-63.07262,320.023289,-50.71306,1,0.9844,0.9774,0.0274,44.0388,0.021,88
1399,229781,52.207031,-28.29155,224.208534,-55.300157,1,0.0,0.0,0.0,,0.007,16
1403,230227,150.644531,3.583322,235.698235,43.342784,1,0.3191,0.364,0.0322,41.4437,0.018,62
1405,230248,359.816315,-44.003082,331.45134,-70.123054,1,0.375,0.4236,0.3932,41.8317,0.013,42
1407,230610,53.613281,-27.953188,223.929533,-54.024772,1,0.1444,2.5294,1.0736,46.5786,0.007,62
1408,230922,0.574468,-45.98114,327.041068,-68.778764,1,0.1161,0.0667,0.0152,37.387,0.006,42
1418,232276,0.58952,-47.161343,325.385896,-67.769893,1,0.1262,0.1249,0.0133,38.8331,0.009,42
1419,232308,52.03125,-26.443335,220.963669,-55.168557,1,0.174,0.2171,0.0337,40.1554,0.014,62
1423,232628,53.4375,-29.142223,225.90812,-54.336118,1,0.2705,0.2743,0.0256,40.7315,0.008,42
1424,232681,1.753247,-46.768478,324.030235,-68.498041,1,0.2496,0.2234,0.0136,40.226,0.014,88
1426,233042,53.964844,-28.630989,225.14295,-53.813613,1,0.1888,0.4481,0.5226,41.9767,0.009,42
1435,234724,53.613281,-26.944359,222.237403,-53.863858,1,0.0,0.0,0.0,,0.009,16
1436,235005,352.132874,-63.636005,317.424173,-51.095855,1,0.2051,0.2242,0.0214,40.234,0.021,62
1438,235124,348.529419,-61.75544,321.29398,-51.763351,1,0.0,0.0,0.0,,0.016,16
1442,235478,52.207031,-26.610098,221.298836,-55.042928,1,0.4687,0.4685,0.0205,42.0919,0.014,42
1447,236075,359.814819,-44.399834,330.775011,-69.801007,1,0.4863,0.4496,0.038,41.9851,0.009,62
1448,236095,346.5625,-63.448284,320.82472,-49.866957,1,0.1515,0.122,0.0148,38.7778,0.021,42
1450,236205,349.046051,-61.943836,320.79653,-51.753706,1,0.0,0.0,0.0,,0.017,16
1451,236222,150.46875,3.732834,235.392208,43.283244,1,0.1724,0.2062,1.1115,40.0301,0.02,42
1455,237006,2.457983,-45.389202,324.632685,-69.945696,1,2.0538,2.0369,0.0466,46.0058,0.011,88
1458,237164,150.292969,2.686724,236.427488,42.541447,1,0.0714,0.047,0.0135,36.5959,0.016,42
1461,237600,1.708861,-45.586655,325.688716,-69.520253,1,0.4983,0.6308,0.2192,42.8709,0.011,42
1465,238195,150.117188,3.732834,235.120533,42.993809,1,0.1749,0.1881,0.0111,39.808,0.02,42
1466,238279,149.414062,2.238686,236.239766,41.565558,1,0.2305,0.2427,0.0527,40.4293,0.017,42
1472,239050,349.966217,-62.696659,319.542989,-51.376556,1,0.4702,0.475,0.0162,42.1278,0.021,88
1474,239227,35.332031,-5.979157,172.286722,-59.931743,1,0.2,0.2813,0.4386,40.795,0.022,62
1481,240336,53.085938,-27.784405,223.525509,-54.460748,1,0.4597,0.2891,0.4116,40.8633,0.007,42
1482,240399,351.382965,-64.011238,317.574052,-50.604657,1,0.0,0.0,0.0,,0.023,16
1484,240999,33.398438,-3.732834,166.49228,-59.466614,1,0.1107,0.0671,0.0216,37.4013,0.022,62
1486,241393,33.574219,-6.579593,170.455585,-61.548219,1,0.2356,0.2506,0.0079,40.5079,0.021,42
1494,242834,51.855469,-26.276812,220.627031,-55.293792,1,0.0,0.0,0.0,,0.014,16
